id,name,city,country,icao,tz,latitude,longitude
3411,Barter Island LRRS Airport,Barter Island,USA,PABA,America/Anchorage,70.13400269,-143.5820007
3413,Cape Lisburne LRRS Airport,Cape Lisburne,USA,PALU,America/Anchorage,68.87509918,-166.1100006
3414,Point Lay LRRS Airport,Point Lay,USA,PPIZ,America/Anchorage,69.73290253,-163.0050049
3415,Hilo International Airport,Hilo,USA,PHTO,Pacific/Honolulu,19.72139931,-155.0480042
3416,Orlando Executive Airport,Orlando,USA,KORL,America/New_York,28.5454998,-81.332901
3417,Bettles Airport,Bettles,USA,PABT,America/Anchorage,66.91390228,-151.529007
3418,Clear Airport,Clear Mews,USA,PACL,America/Anchorage,64.301201,-149.119995
3419,Indian Mountain LRRS Airport,Indian Mountains,USA,PAIM,America/Anchorage,65.99279785,-153.7039948
3420,Fort Yukon Airport,Fort Yukon,USA,PFYU,America/Anchorage,66.57150269,-145.25
3421,Sparrevohn LRRS Airport,Sparrevohn,USA,PASV,America/Anchorage,61.09740067,-155.5740051
3422,Bryant Army Heliport,Fort Richardson,USA,PAFR,America/Anchorage,61.26639938,-149.6529999
3423,Tatalina LRRS Airport,Tatalina,USA,PATL,America/Anchorage,62.89440155,-155.977005
3424,Cape Romanzof LRRS Airport,Cape Romanzof,USA,PACZ,America/Anchorage,61.78030014,-166.0390015
3425,Laurence G Hanscom Field,Bedford,USA,KBED,America/New_York,42.47000122,-71.28900146
3426,St Paul Island Airport,St. Paul Island,USA,PASN,America/Anchorage,57.16730118,-170.2200012
3427,Cape Newenham LRRS Airport,Cape Newenham,USA,PAEH,America/Anchorage,58.64640045,-162.0630035
3428,St George Airport,Point Barrow,USA,PAPB,America/Anchorage,56.57830048,-169.6620026
3429,Iliamna Airport,Iliamna,USA,PAIL,America/Anchorage,59.75439835,-154.9109955
3430,Platinum Airport,Port Moller,USA,PAPM,America/Anchorage,59.01139832,-161.8200073
3431,Big Mountain Airport,Big Mountain,USA,PABM,America/Anchorage,59.36119843,-155.2590027
3432,Oscoda Wurtsmith Airport,Oscoda,USA,KOSC,America/New_York,44.45159912,-83.39409637
3433,Marina Municipal Airport,Fort Ord,USA,KOAR,America/Los_Angeles,36.68190002,-121.762001
3434,Sacramento Mather Airport,Sacramento,USA,KMHR,America/Los_Angeles,38.55390167,-121.2979965
3435,Bicycle Lake Army Air Field,Fort Irwin,USA,KBYS,America/Los_Angeles,35.2804985,-116.6299973
3436,Twentynine Palms (Self) Airport,Twenty Nine Palms,USA,KNXP,America/Los_Angeles,34.2961998,-116.1620026
3437,Fort Smith Regional Airport,Fort Smith,USA,KFSM,America/Chicago,35.33660126,-94.36740112
3438,Merrill Field,Anchorage,USA,PAMR,America/Anchorage,61.21350098,-149.8439941
3439,Grants-Milan Municipal Airport,Grants,USA,KGNT,America/Denver,35.16730118,-107.9020004
3440,Ponca City Regional Airport,Ponca City,USA,KPNC,America/Chicago,36.73199844,-97.09980011
3441,Hunter Army Air Field,Hunter Aaf,USA,KSVN,America/New_York,32.00999832,-81.14569855
3442,Grand Forks International Airport,Grand Forks,USA,KGFK,America/Chicago,47.949299,-97.176102
3443,Grider Field,Pine Bluff,USA,KPBF,America/Chicago,34.17309952,-91.93560028
3444,Whiting Field Naval Air Station - North,Milton,USA,KNSE,America/Chicago,30.7241993,-87.02189636
3445,Hana Airport,Hana,USA,PHHN,Pacific/Honolulu,20.79560089,-156.0140076
3446,Ernest A. Love Field,Prescott,USA,KPRC,America/Phoenix,34.65449905,-112.4199982
3447,Trenton Mercer Airport,Trenton,USA,KTTN,America/New_York,40.27669907,-74.81349945
3448,General Edward Lawrence Logan International Airport,Boston,USA,KBOS,America/New_York,42.36429977,-71.00520325
3449,Travis Air Force Base,Fairfield,USA,KSUU,America/Los_Angeles,38.26269913,-121.927002
3450,Griffiss International Airport,Rome,USA,KRME,America/New_York,43.23379898,-75.40699768
3451,Wendover Airport,Wendover,USA,KENV,America/Denver,40.71870041,-114.0309982
3452,Mobile Downtown Airport,Mobile,USA,KBFM,America/Chicago,30.62680054,-88.06809998
3453,Metropolitan Oakland International Airport,Oakland,USA,KOAK,America/Los_Angeles,37.72129822,-122.2210007
3454,Eppley Airfield,Omaha,USA,KOMA,America/Chicago,41.30319977,-95.89409637
3455,Port Angeles Cgas Airport,Port Angeles,USA,KNOW,America/Los_Angeles,48.14149857,-123.4140015
3456,Kahului Airport,Kahului,USA,PHOG,Pacific/Honolulu,20.89859962,-156.4299927
3457,Wichita Mid Continent Airport,Wichita,USA,KICT,America/Chicago,37.64989853,-97.43309784
3458,Kansas City International Airport,Kansas City,USA,KMCI,America/Chicago,39.2976,-94.713898
3459,Dane County Regional Truax Field,Madison,USA,KMSN,America/Chicago,43.13990021,-89.33750153
3460,Dillingham Airport,Dillingham,USA,PADL,America/Anchorage,59.04470062,-158.5050049
3461,Boone County Airport,Harrison,USA,KHRO,America/Chicago,36.26150131,-93.15470123
3462,Phoenix Sky Harbor International Airport,Phoenix,USA,KPHX,America/Phoenix,33.43429947,-112.012001
3463,Bangor International Airport,Bangor,USA,KBGR,America/New_York,44.80739975,-68.82810211
3464,Fort Lauderdale Executive Airport,Fort Lauderdale,USA,KFXE,America/New_York,26.19729996,-80.17070007
3465,East Texas Regional Airport,Longview,USA,KGGG,America/Chicago,32.38399887,-94.71150208
3466,Anderson Regional Airport,Andersen,USA,KAND,America/New_York,34.49459839,-82.70939636
3467,Spokane International Airport,Spokane,USA,KGEG,America/Los_Angeles,47.61989975,-117.5339966
3468,North Perry Airport,Hollywood,USA,KHWO,America/New_York,26.00119972,-80.24069977
3469,San Francisco International Airport,San Francisco,USA,KSFO,America/Los_Angeles,37.61899948,-122.375
3470,Cut Bank International Airport,Cutbank,USA,KCTB,America/Denver,48.60839844,-112.3759995
3471,Acadiana Regional Airport,Louisiana,USA,KARA,America/Chicago,30.0378,-91.883904
3472,Gainesville Regional Airport,Gainesville,USA,KGNV,America/New_York,29.69009972,-82.27179718
3473,Memphis International Airport,Memphis,USA,KMEM,America/Chicago,35.04240036,-89.97669983
3474,Bisbee Douglas International Airport,Douglas,USA,KDUG,America/Phoenix,31.46899986,-109.6039963
3475,Allen Army Airfield,Delta Junction,USA,PABI,America/Anchorage,63.99449921,-145.7220001
3476,TSTC Waco Airport,Waco,USA,KCNW,America/Chicago,31.63780022,-97.07409668
3477,Annette Island Airport,Annette Island,USA,PANT,America/Anchorage,55.04240036,-131.5720062
3478,Caribou Municipal Airport,Caribou,USA,KCAR,America/New_York,46.87149811,-68.01789856
3479,Little Rock Air Force Base,Jacksonville,USA,KLRF,America/Chicago,34.91690063,-92.14969635
3480,Redstone Army Air Field,Redstone,USA,KHUA,America/Chicago,34.67869949,-86.68479919
3481,Pope Field,Fort Bragg,USA,KPOB,America/New_York,35.17089844,-79.01450348
3482,Dalhart Municipal Airport,Dalhart,USA,KDHT,America/Chicago,36.02259827,-102.5469971
3483,Laughlin Air Force Base,Del Rio,USA,KDLF,America/Chicago,29.35950089,-100.7779999
3484,Los Angeles International Airport,Los Angeles,USA,KLAX,America/Los_Angeles,33.94250107,-118.4079971
3485,Anniston Metropolitan Airport,Anniston,USA,KANB,America/Chicago,33.58819962,-85.85810089
3486,Cleveland Hopkins International Airport,Cleveland,USA,KCLE,America/New_York,41.4117012,-81.84980011
3487,Dover Air Force Base,Dover,USA,KDOV,America/New_York,39.12950134,-75.46600342
3488,Cincinnati Northern Kentucky International Airport,Cincinnati,USA,KCVG,America/New_York,39.04880142,-84.6678009
3489,Tipton Airport,Fort Meade,USA,KFME,America/New_York,39.08539963,-76.75939941
3490,China Lake Naws (Armitage Field) Airport,China Lake,USA,KNID,America/Los_Angeles,35.6853981,-117.6920013
3491,Huron Regional Airport,Huron,USA,KHON,America/Chicago,44.3852005,-98.22850037
3492,Juneau International Airport,Juneau,USA,PAJN,America/Anchorage,58.35499954,-134.576004
3493,Lafayette Regional Airport,Lafayette,USA,KLFT,America/Chicago,30.20529938,-91.98760223
3494,Newark Liberty International Airport,Newark,USA,KEWR,America/New_York,40.69250107,-74.16870117
3495,Boise Air Terminal/Gowen field,Boise,USA,KBOI,America/Denver,43.56439972,-116.2229996
3496,Creech Air Force Base,Indian Springs,USA,KINS,America/Los_Angeles,36.58720016,-115.6729965
3497,Garden City Regional Airport,Garden City,USA,KGCK,America/Chicago,37.92750168,-100.723999
3498,Minot International Airport,Minot,USA,KMOT,America/Chicago,48.25939941,-101.2799988
3499,Wheeler Army Airfield,Wahiawa,USA,PHHI,Pacific/Honolulu,21.48349953,-158.0399933
3500,Maxwell Air Force Base,Montgomery,USA,KMXF,America/Chicago,32.38290024,-86.36579895
3501,Robinson Army Air Field,Robinson,USA,KRBM,America/Chicago,34.85010147,-92.30020142
3502,Dallas Love Field,Dallas,USA,KDAL,America/Chicago,32.8470993,-96.85179901
3503,Butts AAF (Fort Carson) Air Field,Fort Carson,USA,KFCS,America/Denver,38.67839813,-104.7570038
3504,Helena Regional Airport,Helena,USA,KHLN,America/Denver,46.60680008,-111.9830017
3505,Miramar Marine Corps Air Station - Mitscher Field,Miramar,USA,KNKX,America/Los_Angeles,32.86840057,-117.1429977
3506,Luke Air Force Base,Phoenix,USA,KLUF,America/Phoenix,33.53499985,-112.3830032
3507,Hurlburt Field,Mary Esther,USA,KHRT,America/Chicago,30.42779922,-86.68930054
3508,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,USA,KHHR,America/Los_Angeles,33.922798,-118.334999
3509,Houlton International Airport,Houlton,USA,KHUL,America/New_York,46.12310028,-67.792099
3510,Vance Air Force Base,Enid,USA,KEND,America/Chicago,36.33919907,-97.91649628
3511,Point Mugu Naval Air Station (Naval Base Ventura Co),Point Mugu,USA,KNTD,America/Los_Angeles,34.12030029,-119.1210022
3512,Edwards Air Force Base,Edwards Afb,USA,KEDW,America/Los_Angeles,34.905399,-117.884003
3513,Lake Charles Regional Airport,Lake Charles,USA,KLCH,America/Chicago,30.12610054,-93.22329712
3514,Kona International At Keahole Airport,Kona,USA,PHKO,Pacific/Honolulu,19.73880005,-156.0460052
3515,Myrtle Beach International Airport,Myrtle Beach,USA,KMYR,America/New_York,33.67969894,-78.92829895
3516,Lemoore Naval Air Station (Reeves Field) Airport,Lemoore,USA,KNLC,America/Los_Angeles,36.33300018,-119.9520035
3517,Nantucket Memorial Airport,Nantucket,USA,KACK,America/New_York,41.25310135,-70.06020355
3518,Felker Army Air Field,Fort Eustis,USA,KFAF,America/New_York,37.13249969,-76.6088028
3519,Campbell AAF (Fort Campbell) Air Field,Hopkinsville,USA,KHOP,America/Chicago,36.66859818,-87.49620056
3520,Ronald Reagan Washington National Airport,Washington,USA,KDCA,America/New_York,38.8521,-77.037697
3521,Patuxent River Naval Air Station/Trapnell Field Aiport,Patuxent River,USA,KNHK,America/New_York,38.2859993,-76.41179657
3522,Palacios Municipal Airport,Palacios,USA,KPSX,America/Chicago,28.72750092,-96.25099945
3523,Arkansas International Airport,Blytheville,USA,KBYH,America/Chicago,35.96429825,-89.94400024
3524,Atlantic City International Airport,Atlantic City,USA,KACY,America/New_York,39.45759964,-74.57720184
3525,Tinker Air Force Base,Oklahoma City,USA,KTIK,America/Chicago,35.41469955,-97.38659668
3527,Pueblo Memorial Airport,Pueblo,USA,KPUB,America/Denver,38.28910065,-104.4970016
3528,Northern Maine Regional Airport at Presque Isle,Presque Isle,USA,KPQI,America/New_York,46.68899918,-68.0447998
3530,Gray Army Air Field,Fort Lewis,USA,KGRF,America/Los_Angeles,47.07920074,-122.5810013
3531,Kodiak Airport,Kodiak,USA,PADQ,America/Anchorage,57.75,-152.4940033
3532,Upolu Airport,Opolu,USA,PHUP,Pacific/Honolulu,20.26530075,-155.8600006
3533,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,USA,KFLL,America/New_York,26.07259941,-80.15270233
3534,Davis Field,Muskogee,USA,KMKO,America/Chicago,35.65650177,-95.36669922
3535,Falls International Airport,International Falls,USA,KINL,America/Chicago,48.56620026,-93.40309906
3536,Salt Lake City International Airport,Salt Lake City,USA,KSLC,America/Denver,40.78839874,-111.9779968
3537,Childress Municipal Airport,Childress,USA,KCDS,America/Chicago,34.43379974,-100.288002
3538,Keesler Air Force Base,Biloxi,USA,KBIX,America/Chicago,30.41040039,-88.92440033
3539,Lawson Army Air Field (Fort Benning),Fort Benning,USA,KLSF,America/New_York,32.33729935,-84.99130249
3541,Marshall Army Air Field,Fort Riley,USA,KFRI,America/Chicago,39.05530167,-96.76450348
3542,Harrisburg International Airport,Harrisburg,USA,KMDT,America/New_York,40.19350052,-76.76339722
3543,Lincoln Airport,Lincoln,USA,KLNK,America/Chicago,40.85100174,-96.75920105
3544,Capital City Airport,Lansing,USA,KLAN,America/New_York,42.77870178,-84.58740234
3545,Waimea Kohala Airport,Kamuela,USA,PHMU,Pacific/Honolulu,20.00130081,-155.6679993
3546,Massena International Richards Field,Massena,USA,KMSS,America/New_York,44.93579865,-74.84559631
3547,Hickory Regional Airport,Hickory,USA,KHKY,America/New_York,35.74110031,-81.38950348
3548,Albert Whitted Airport,St. Petersburg,USA,KSPG,America/New_York,27.76510048,-82.6269989
3549,Page Field,Fort Myers,USA,KFMY,America/New_York,26.58659935,-81.86329651
3550,George Bush Intercontinental Houston Airport,Houston,USA,KIAH,America/Chicago,29.9843998,-95.34140015
3551,Millinocket Municipal Airport,Millinocket,USA,KMLT,America/New_York,45.64780045,-68.68560028
3552,Andrews Air Force Base,Camp Springs,USA,KADW,America/New_York,38.81079865,-76.86699677
3553,Smith Reynolds Airport,Winston-salem,USA,KINT,America/New_York,36.13370132,-80.22200012
3554,Southern California Logistics Airport,Victorville,USA,KVCV,America/Los_Angeles,34.59749985,-117.3830032
3555,Bob Sikes Airport,Crestview,USA,KCEW,America/Chicago,30.77879906,-86.52210236
3556,Wheeler Sack Army Air Field,Fort Drum,USA,KGTB,America/New_York,44.05559921,-75.71949768
3557,St Clair County International Airport,Port Huron,USA,KPHN,America/New_York,42.9109993,-82.52890015
3558,Meadows Field,Bakersfield,USA,KBFL,America/Los_Angeles,35.43360138,-119.0569992
3559,El Paso International Airport,El Paso,USA,KELP,America/Denver,31.80719948,-106.3779984
3560,Valley International Airport,Harlingen,USA,KHRL,America/Chicago,26.22850037,-97.65440369
3561,Columbia Metropolitan Airport,Columbia,USA,KCAE,America/New_York,33.93880081,-81.11949921
3562,Davis Monthan Air Force Base,Tucson,USA,KDMA,America/Phoenix,32.16650009,-110.8830032
3563,Pensacola Naval Air Station/Forrest Sherman Field,Pensacola,USA,KNPA,America/Chicago,30.35269928,-87.31860352
3564,Pensacola Regional Airport,Pensacola,USA,KPNS,America/Chicago,30.47340012,-87.18659973
3565,Grand Forks Air Force Base,Red River,USA,KRDR,America/Chicago,47.96110153,-97.40119934
3566,William P Hobby Airport,Houston,USA,KHOU,America/Chicago,29.64539909,-95.27890015
3567,Buckley Air Force Base,Buckley,USA,KBKF,America/Denver,39.7016983,-104.7519989
3568,Northway Airport,Northway,USA,PAOR,America/Anchorage,62.9612999,-141.9290009
3569,Palmer Municipal Airport,Palmer,USA,PAAQ,America/Anchorage,61.59489822,-149.0890045
3570,Pittsburgh International Airport,Pittsburgh,USA,KPIT,America/New_York,40.49150085,-80.23290253
3571,Wiley Post Will Rogers Memorial Airport,Barrow,USA,PABR,America/Anchorage,71.285402,-156.766008
3572,Ellington Airport,Houston,USA,KEFD,America/Chicago,29.6072998,-95.15879822
3573,Whidbey Island Naval Air Station /Ault Field/ Airport,Whidbey Island,USA,KNUW,America/Los_Angeles,48.35179901,-122.6559982
3574,Alice International Airport,Alice,USA,KALI,America/Chicago,27.74090004,-98.02690125
3575,Moody Air Force Base,Valdosta,USA,KVAD,America/New_York,30.96780014,-83.19300079
3576,Miami International Airport,Miami,USA,KMIA,America/New_York,25.79319954,-80.29060364
3577,Seattle Tacoma International Airport,Seattle,USA,KSEA,America/Los_Angeles,47.44900131,-122.3089981
3578,Lovell Field,Chattanooga,USA,KCHA,America/New_York,35.03530121,-85.20379639
3579,Igor I Sikorsky Memorial Airport,Stratford,USA,KBDR,America/New_York,41.16350174,-73.12619781
3580,Jackson-Medgar Wiley Evers International Airport,Jackson,USA,KJAN,America/Chicago,32.31119919,-90.07589722
3581,Scholes International At Galveston Airport,Galveston,USA,KGLS,America/Chicago,29.26530075,-94.86039734
3582,Long Beach /Daugherty Field/ Airport,Long Beach,USA,KLGB,America/Los_Angeles,33.81769943,-118.1520004
3583,Dillingham Airfield,Dillingham,USA,PHDH,Pacific/Honolulu,21.5795002,-158.1970062
3584,Williamsport Regional Airport,Williamsport,USA,KIPT,America/New_York,41.2417984,-76.9210968
3585,Indianapolis International Airport,Indianapolis,USA,KIND,America/New_York,39.7173,-86.294403
3586,Whiteman Air Force Base,Knobnoster,USA,KSZL,America/Chicago,38.7303009,-93.54789734
3587,Akron Fulton International Airport,Akron,USA,KAKR,America/New_York,41.03749847,-81.46690369
3588,Greenwood–Leflore Airport,Greenwood,USA,KGWO,America/Chicago,33.49430084,-90.08470154
3589,Westchester County Airport,White Plains,USA,KHPN,America/New_York,41.06700134,-73.70760345
3590,Francis S Gabreski Airport,West Hampton Beach,USA,KFOK,America/New_York,40.84370041,-72.63179779
3591,Jonesboro Municipal Airport,Jonesboro,USA,KJBR,America/Chicago,35.83169937,-90.64640045
3592,Tonopah Test Range Airport,Tonopah,USA,KTNX,America/Los_Angeles,37.79880142,-116.7809982
3593,Palm Beach County Park Airport,West Palm Beach,USA,KLNA,America/New_York,26.59300041,-80.08509827
3594,North Island Naval Air Station-Halsey Field,San Diego,USA,KNZY,America/Los_Angeles,32.69919968,-117.2149963
3595,Biggs Army Air Field (Fort Bliss),El Paso,USA,KBIF,America/Denver,31.84950066,-106.3799973
3596,Yuma MCAS/Yuma International Airport,Yuma,USA,KNYL,America/Phoenix,32.65660095,-114.6060028
3597,Cavern City Air Terminal,Carlsbad,USA,KCNM,America/Denver,32.33750153,-104.2630005
3598,Duluth International Airport,Duluth,USA,KDLH,America/Chicago,46.84209824,-92.19360352
3599,Bethel Airport,Bethel,USA,PABE,America/Anchorage,60.77980042,-161.8379974
3600,Bowman Field,Louisville,USA,KLOU,America/New_York,38.22800064,-85.66369629
3601,Sierra Vista Municipal Libby Army Air Field,Fort Huachuca,USA,KFHU,America/Phoenix,31.58849907,-110.3440018
3602,Lihue Airport,Lihue,USA,PHLI,Pacific/Honolulu,21.97599983,-159.3390045
3603,Terre Haute International Hulman Field,Terre Haute,USA,KHUF,America/New_York,39.45149994,-87.30760193
3604,Havre City County Airport,Havre,USA,KHVR,America/Denver,48.54299927,-109.762001
3605,Grant County International Airport,Grant County Airport,USA,KMWH,America/Los_Angeles,47.20769882,-119.3199997
3606,Edward F Knapp State Airport,Montpelier,USA,KMPV,America/New_York,44.20349884,-72.56230164
3607,San Nicolas Island Nolf Airport,San Nicolas Island,USA,KNSI,America/Los_Angeles,33.2397995,-119.4580002
3608,Richmond International Airport,Richmond,USA,KRIC,America/New_York,37.50519943,-77.31970215
3609,Shreveport Regional Airport,Shreveport,USA,KSHV,America/Chicago,32.44660187,-93.82559967
3610,Merle K (Mudhole) Smith Airport,Cordova,USA,PACV,America/Anchorage,60.4917984,-145.4779968
3611,Norfolk International Airport,Norfolk,USA,KORF,America/New_York,36.89459991,-76.20120239
3612,Southeast Texas Regional Airport,Beaumont,USA,KBPT,America/Chicago,29.95079994,-94.02069855
3613,Savannah Hilton Head International Airport,Savannah,USA,KSAV,America/New_York,32.12760162,-81.20210266
3614,Hill Air Force Base,Ogden,USA,KHIF,America/Denver,41.12403,-111.973086
3615,Nome Airport,Nome,USA,PAOM,America/Anchorage,64.5121994,-165.4450073
3616,Scappoose Industrial Airpark,San Luis,USA,KSPB,America/Los_Angeles,45.77099991,-122.8619995
3617,St Petersburg Clearwater International Airport,St. Petersburg,USA,KPIE,America/New_York,27.91020012,-82.68740082
3618,Menominee Marinette Twin County Airport,Macon,USA,KMNM,America/Chicago,45.12670135,-87.63839722
3619,Lone Star Executive Airport,Conroe,USA,KCXO,America/Chicago,30.35180092,-95.41449738
3620,Deadhorse Airport,Deadhorse,USA,PASC,America/Anchorage,70.19470215,-148.4649963
3621,San Antonio International Airport,San Antonio,USA,KSAT,America/Chicago,29.53370094,-98.46980286
3622,Greater Rochester International Airport,Rochester,USA,KROC,America/New_York,43.1189003,-77.67240143
3623,Patrick Air Force Base,Coco Beach,USA,KCOF,America/New_York,28.23489952,-80.61009979
3624,Teterboro Airport,Teterboro,USA,KTEB,America/New_York,40.85010147,-74.06079865
3625,Ellsworth Air Force Base,Rapid City,USA,KRCA,America/Denver,44.14500046,-103.1039963
3626,Raleigh Durham International Airport,Raleigh-durham,USA,KRDU,America/New_York,35.87760162,-78.78749847
3627,James M Cox Dayton International Airport,Dayton,USA,KDAY,America/New_York,39.90240097,-84.2193985
3628,Kenai Municipal Airport,Kenai,USA,PAEN,America/Anchorage,60.57310104,-151.2449951
3629,Mc Alester Regional Airport,Mcalester,USA,KMLC,America/Chicago,34.88240051,-95.78350067
3630,Niagara Falls International Airport,Niagara Falls,USA,KIAG,America/New_York,43.1072998,-78.94619751
3631,Coulter Field,Bryan,USA,KCFD,America/Chicago,30.71570015,-96.33139801
3632,Wright Aaf (Fort Stewart)/Midcoast Regional Airport,Wright,USA,KLHW,America/New_York,31.88909912,-81.56230164
3633,Newport News Williamsburg International Airport,Newport News,USA,KPHF,America/New_York,37.13190079,-76.49299622
3634,Esler Regional Airport,Alexandria,USA,KESF,America/Chicago,31.39489937,-92.29579926
3635,Altus Air Force Base,Altus,USA,KLTS,America/Chicago,34.667099,-99.26670074
3636,Tucson International Airport,Tucson,USA,KTUS,America/Phoenix,32.11610031,-110.9410019
3637,Minot Air Force Base,Minot,USA,KMIB,America/Chicago,48.41559982,-101.3580017
3638,Beale Air Force Base,Marysville,USA,KBAB,America/Los_Angeles,39.13610077,-121.4369965
3639,Greater Kankakee Airport,Kankakee,USA,KIKK,America/Chicago,41.07139969,-87.84629822
3640,Seymour Johnson Air Force Base,Goldsboro,USA,KGSB,America/New_York,35.33940125,-77.96060181
3641,Theodore Francis Green State Airport,Providence,USA,KPVD,America/New_York,41.73260117,-71.42040253
3642,Salisbury Ocean City Wicomico Regional Airport,Salisbury,USA,KSBY,America/New_York,38.34049988,-75.51029968
3643,Rancho Murieta Airport,Rancho Murieta,USA,KRIU,America/Los_Angeles,38.48680115,-121.1029968
3644,Bob Hope Airport,Burbank,USA,KBUR,America/Los_Angeles,34.20069885,-118.3590012
3645,Detroit Metropolitan Wayne County Airport,Detroit,USA,KDTW,America/New_York,42.21239853,-83.35340118
3646,Tampa International Airport,Tampa,USA,KTPA,America/New_York,27.97550011,-82.53320313
3647,Pembina Municipal Airport,Pembina,USA,KPMB,America/Chicago,48.94250107,-97.24079895
3648,Polk Army Air Field,Fort Polk,USA,KPOE,America/Chicago,31.0447998,-93.1917038
3649,Eielson Air Force Base,Fairbanks,USA,PAEI,America/Anchorage,64.66570282,-147.102005
3650,Range Regional Airport,Hibbing,USA,KHIB,America/Chicago,47.38660049,-92.83899689
3651,Angelina County Airport,Lufkin,USA,KLFK,America/Chicago,31.23399925,-94.75
3652,Midland International Airport,Midland,USA,KMAF,America/Chicago,31.94249916,-102.2020035
3653,Austin Straubel International Airport,Green Bay,USA,KGRB,America/Chicago,44.48509979,-88.12960052
3654,Ardmore Municipal Airport,Ardmore,USA,KADM,America/Chicago,34.30301,-97.0196342
3655,Mc Guire Air Force Base,Wrightstown,USA,KWRI,America/New_York,40.0155983,-74.59169769
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,USA,KNKT,America/New_York,34.90090179,-76.88069916
3657,Emanuel County Airport,Santa Barbara,USA,KSBO,America/New_York,32.60910034,-82.36990356
3658,Augusta Regional At Bush Field,Bush Field,USA,KAGS,America/New_York,33.36989975,-81.96450043
3659,Sloulin Field International Airport,Williston,USA,KISN,America/Chicago,48.17789841,-103.6419983
3660,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,USA,KLIT,America/Chicago,34.72940063,-92.22429657
3661,Stewart International Airport,Newburgh,USA,KSWF,America/New_York,41.5041008,-74.10479736
3662,Baudette International Airport,Baudette,USA,KBDE,America/Chicago,48.72840118,-94.61219788
3663,Sacramento Executive Airport,Sacramento,USA,KSAC,America/Los_Angeles,38.51250076,-121.4929962
3664,Homer Airport,Homer,USA,PAHO,America/Anchorage,59.64559937,-151.477005
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,USA,KTBN,America/Chicago,37.74160004,-92.14070129
3666,Dobbins Air Reserve Base,Marietta,USA,KMGE,America/New_York,33.91540146,-84.51629639
3667,Fairchild Air Force Base,Spokane,USA,KSKA,America/Los_Angeles,47.61510086,-117.6559982
3668,Roscommon County - Blodgett Memorial Airport,Houghton Lake,USA,KHTL,America/New_York,44.359798,-84.671095
3669,Tyndall Air Force Base,Panama City,USA,KPAM,America/Chicago,30.06959915,-85.57540131
3670,Dallas Fort Worth International Airport,Dallas-Fort Worth,USA,KDFW,America/Chicago,32.89680099,-97.03800201
3671,Melbourne International Airport,Melbourne,USA,KMLB,America/New_York,28.10280037,-80.64530182
3672,McChord Air Force Base,Tacoma,USA,KTCM,America/Los_Angeles,47.13769913,-122.4759979
3673,Austin Bergstrom International Airport,Austin,USA,KAUS,America/Chicago,30.19449997,-97.66989899
3674,Rickenbacker International Airport,Columbus,USA,KLCK,America/New_York,39.813801,-82.927803
3675,Sawyer International Airport,Gwinn,USA,KSAW,America/New_York,46.35359955,-87.395401
3676,McGhee Tyson Airport,Knoxville,USA,KTYS,America/New_York,35.81100082,-83.9940033
3677,Hood Army Air Field,Fort Hood,USA,KHLR,America/Chicago,31.13870049,-97.71450043
3678,Lambert St Louis International Airport,St. Louis,USA,KSTL,America/Chicago,38.74869919,-90.37000275
3679,Millville Municipal Airport,Millville,USA,KMIV,America/New_York,39.36780167,-75.07219696
3680,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,USA,KSPS,America/Chicago,33.98880005,-98.49189758
3681,Cincinnati Municipal Airport Lunken Field,Cincinnati,USA,KLUK,America/New_York,39.10329819,-84.41860199
3682,Hartsfield Jackson Atlanta International Airport,Atlanta,USA,KATL,America/New_York,33.63669968,-84.42810059
3683,Castle Airport,Merced,USA,KMER,America/Los_Angeles,37.38050079,-120.5680008
3684,Mc Clellan Airfield,Sacramento,USA,KMCC,America/Los_Angeles,38.66759872,-121.401001
3685,Gerald R. Ford International Airport,Grand Rapids,USA,KGRR,America/New_York,42.88079834,-85.52279663
3686,Winkler County Airport,Wink,USA,KINK,America/Chicago,31.77960014,-103.2009964
3687,Fresno Yosemite International Airport,Fresno,USA,KFAT,America/Los_Angeles,36.77619934,-119.7180023
3688,Vero Beach Municipal Airport,Vero Beach,USA,KVRB,America/New_York,27.65559959,-80.41790009
3689,Imperial County Airport,Imperial,USA,KIPL,America/Los_Angeles,32.83420181,-115.5790024
3690,Nashville International Airport,Nashville,USA,KBNA,America/Chicago,36.12450027,-86.67819977
3691,Laredo International Airport,Laredo,USA,KLRD,America/Chicago,27.54380035,-99.46160126
3692,Elmendorf Air Force Base,Anchorage,USA,PAED,America/Anchorage,61.25099945,-149.8070068
3693,Ralph Wien Memorial Airport,Kotzebue,USA,PAOT,America/Anchorage,66.88469696,-162.598999
3694,Altoona Blair County Airport,Altoona,USA,KAOO,America/New_York,40.29639816,-78.31999969
3695,Dyess Air Force Base,Abilene,USA,KDYS,America/Chicago,32.42079926,-99.854599
3696,South Arkansas Regional At Goodwin Field,El Dorado,USA,KELD,America/Chicago,33.22100067,-92.81330109
3697,La Guardia Airport,New York,USA,KLGA,America/New_York,40.77719879,-73.87259674
